Age,Attrition,Travelling Frequency,Department,Education,EducationField,EmployeeCount,Employee Id,Gender,HourlyRate,JobLevel,JobRole,JobSatisfaction,MaritalStatus,Monthly Income,OverTime,PercentSalaryHike,PerformanceRating,Standard Working Hours,Total Experience,Total Trainings Last Year,WorkLifeBalance, Years In Current Company,YearsInCurrentRole,YearsSinceLastPromotion
45,No,Travel_Rarely,Research & Development,4,Technical Degree,1,1553,Male,66,3,Healthcare Representative,2,Divorced,20933,No,12,3,80,10,4,3,10,8,7
35,No,Travel_Rarely,Sales,4,Life Sciences,1,1554,Female,98,1,Sales Representative,3,Married,26204,No,23,4,80,6,5,3,5,3,4
32,No,Travel_Rarely,Research & Development,2,Life Sciences,1,1555,Female,67,2,Research Scientist,2,Married,15624,No,12,3,80,12,2,3,7,1,2
36,No,Travel_Rarely,Sales,4,Life Sciences,1,1556,Male,70,1,Sales Representative,4,Single,17001,Yes,21,4,80,7,3,2,3,2,1
48,No,Travel_Rarely,Sales,4,Life Sciences,1,1557,Female,96,2,Sales Executive,3,Divorced,13693,No,14,3,80,18,2,3,8,7,7
29,No,Travel_Rarely,Research & Development,3,Life Sciences,1,1558,Male,91,1,Research Scientist,3,Married,22376,No,18,3,80,5,2,2,1,0,0
33,No,Travel_Rarely,Sales,4,Life Sciences,1,1560,Male,46,2,Sales Executive,1,Married,10589,No,13,3,80,8,6,1,2,2,2
30,Yes,Travel_Rarely,Sales,3,Life Sciences,1,1562,Male,64,2,Sales Executive,1,Married,5323,No,11,3,80,10,4,3,10,8,6
38,No,Travel_Frequently,Human Resources,4,Human Resources,1,1563,Male,71,2,Human Resources,3,Married,14814,No,11,3,80,10,2,3,6,3,1
35,No,Travel_Rarely,Research & Development,3,Medical,1,1564,Male,68,1,Laboratory Technician,1,Single,21731,No,19,3,80,3,3,3,3,0,1
30,No,Travel_Rarely,Sales,4,Technical Degree,1,1568,Male,33,3,Sales Executive,2,Married,17799,No,12,3,80,9,3,3,4,2,1
35,Yes,Travel_Rarely,Research & Development,3,Life Sciences,1,1569,Female,69,1,Laboratory Technician,1,Divorced,26619,Yes,12,3,80,1,2,3,1,0,0
53,Yes,Travel_Rarely,Research & Development,5,Technical Degree,1,1572,Female,78,3,Manufacturing Director,4,Married,14618,No,16,3,80,34,4,3,33,7,1
38,Yes,Travel_Rarely,Research & Development,3,Medical,1,1573,Male,81,2,Manufacturing Director,2,Married,7653,No,11,3,80,7,2,3,5,2,1
32,No,Non-Travel,Research & Development,4,Technical Degree,1,1574,Male,62,2,Research Scientist,1,Married,25174,No,14,3,80,9,3,2,6,5,1
48,No,Travel_Rarely,Research & Development,4,Other,1,1576,Female,65,1,Research Scientist,1,Married,16530,No,12,3,80,10,3,2,8,2,7
34,No,Travel_Rarely,Research & Development,4,Medical,1,1577,Male,35,1,Research Scientist,4,Single,22061,No,13,3,80,1,4,1,1,0,0
55,No,Travel_Rarely,Sales,5,Marketing,1,1578,Male,60,5,Manager,4,Married,23037,No,21,4,80,36,3,3,36,6,2
34,No,Travel_Rarely,Research & Development,4,Life Sciences,1,1580,Male,45,2,Research Scientist,4,Married,13008,No,17,3,80,9,3,2,2,2,2
26,No,Travel_Rarely,Research & Development,3,Life Sciences,1,1581,Female,89,1,Research Scientist,4,Married,11133,No,21,4,80,1,5,3,1,0,0
38,No,Travel_Rarely,Sales,3,Life Sciences,1,1582,Male,80,2,Sales Executive,2,Married,12355,No,11,3,80,10,3,3,9,8,7
38,No,Travel_Rarely,Sales,3,Life Sciences,1,1583,Female,90,2,Sales Executive,2,Single,16379,No,12,3,80,8,5,4,3,2,1
36,No,Travel_Rarely,Sales,4,Life Sciences,1,1585,Female,73,2,Sales Executive,3,Single,21447,No,13,3,80,15,5,3,1,0,0
29,No,Travel_Rarely,Research & Development,1,Medical,1,1586,Male,87,1,Laboratory Technician,1,Single,16213,Yes,18,3,80,10,3,3,10,9,1
35,No,Travel_Rarely,Research & Development,4,Medical,1,1587,Female,51,2,Healthcare Representative,3,Single,4223,Yes,16,3,80,10,4,3,5,2,0
39,No,Travel_Rarely,Sales,3,Medical,1,1588,Male,38,3,Sales Executive,3,Married,4658,No,11,3,80,11,3,3,7,6,7
29,No,Travel_Frequently,Research & Development,1,Life Sciences,1,1590,Male,87,2,Healthcare Representative,4,Divorced,24483,No,19,3,80,6,0,4,6,4,1
50,No,Travel_Rarely,Sales,3,Marketing,1,1591,Male,59,5,Manager,3,Married,19519,Yes,16,3,80,27,2,3,1,0,0
23,No,Travel_Rarely,Research & Development,3,Technical Degree,1,1592,Male,45,1,Research Scientist,3,Married,12826,No,16,3,80,4,2,3,2,2,2
36,No,Travel_Frequently,Research & Development,4,Life Sciences,1,1594,Male,80,2,Laboratory Technician,1,Married,19711,Yes,13,3,80,9,3,3,3,2,0
42,No,Travel_Rarely,Research & Development,2,Other,1,1595,Male,93,5,Manager,4,Single,26362,No,22,4,80,24,2,3,1,0,0
35,No,Travel_Rarely,Research & Development,3,Life Sciences,1,1596,Male,46,2,Laboratory Technician,3,Married,25348,No,17,3,80,10,3,2,10,9,6
34,No,Travel_Frequently,Research & Development,4,Technical Degree,1,1597,Male,92,2,Healthcare Representative,3,Married,15332,No,14,3,80,8,3,2,8,2,7
40,No,Travel_Rarely,Sales,2,Life Sciences,1,1598,Female,84,2,Sales Executive,1,Married,11262,No,15,3,80,5,2,3,5,4,1
43,No,Travel_Rarely,Research & Development,3,Technical Degree,1,1599,Male,87,1,Laboratory Technician,2,Divorced,5855,No,12,3,80,8,0,3,6,4,0
35,No,Travel_Rarely,Research & Development,2,Life Sciences,1,1601,Male,63,1,Laboratory Technician,4,Married,7713,No,18,3,80,1,5,2,1,0,0
46,No,Travel_Rarely,Sales,4,Life Sciences,1,1602,Male,56,4,Manager,1,Single,3156,No,15,3,80,27,5,1,26,0,0
28,Yes,Travel_Rarely,Research & Development,3,Medical,1,1604,Male,51,1,Laboratory Technician,2,Married,7324,Yes,17,3,80,1,3,3,1,1,0
22,No,Non-Travel,Research & Development,2,Other,1,1605,Female,85,1,Research Scientist,3,Married,10293,Yes,14,3,80,4,2,2,4,2,1
50,No,Travel_Frequently,Research & Development,5,Medical,1,1606,Male,41,4,Healthcare Representative,3,Married,20689,Yes,15,3,80,32,3,3,30,8,12
32,No,Travel_Rarely,Research & Development,4,Other,1,1607,Female,35,1,Research Scientist,4,Married,18783,No,17,3,80,6,3,3,3,2,0
44,No,Travel_Rarely,Research & Development,3,Medical,1,1608,Female,31,5,Research Director,4,Divorced,3549,Yes,14,3,80,23,4,2,22,7,1
30,No,Travel_Rarely,Research & Development,3,Medical,1,1609,Male,48,1,Research Scientist,2,Married,5348,No,12,3,80,6,3,2,6,4,1
45,No,Travel_Rarely,Research & Development,5,Medical,1,1611,Female,50,2,Laboratory Technician,1,Single,23447,Yes,14,3,80,10,3,3,10,7,1
45,No,Non-Travel,Sales,3,Marketing,1,1612,Male,52,2,Sales Executive,1,Married,24162,No,15,3,80,10,2,3,10,7,4
31,No,Travel_Frequently,Sales,4,Other,1,1613,Male,54,2,Sales Executive,1,Single,21602,No,13,3,80,10,3,3,5,2,0
36,No,Travel_Rarely,Research & Development,4,Life Sciences,1,1614,Female,76,2,Manufacturing Director,3,Married,12421,Yes,12,3,80,7,2,3,3,2,1
34,No,Travel_Frequently,Research & Development,4,Life Sciences,1,1615,Male,42,2,Manufacturing Director,4,Divorced,17000,No,13,3,80,9,3,3,9,7,7
49,No,Travel_Rarely,Research & Development,4,Life Sciences,1,1617,Female,84,1,Laboratory Technician,1,Married,22102,No,14,3,80,10,3,2,9,6,1
39,No,Travel_Rarely,Research & Development,5,Medical,1,1618,Male,76,2,Manufacturing Director,1,Married,3835,No,13,3,80,10,3,3,7,7,7
27,No,Travel_Rarely,Research & Development,3,Other,1,1619,Male,67,1,Laboratory Technician,1,Divorced,16290,No,11,3,80,7,3,3,7,7,0
35,No,Travel_Rarely,Research & Development,5,Life Sciences,1,1621,Male,48,2,Research Scientist,1,Married,26312,No,11,3,80,16,2,3,16,15,1
28,No,Travel_Rarely,Research & Development,3,Medical,1,1622,Female,39,2,Manufacturing Director,1,Divorced,20460,No,21,4,80,6,5,2,5,3,0
21,No,Travel_Rarely,Research & Development,1,Medical,1,1623,Male,97,1,Research Scientist,4,Single,26009,No,18,3,80,3,2,3,2,2,2
18,Yes,Travel_Frequently,Sales,2,Medical,1,1624,Female,70,1,Sales Representative,4,Single,18420,Yes,12,3,80,0,2,4,0,0,0
47,No,Travel_Rarely,Human Resources,4,Life Sciences,1,1625,Female,98,5,Manager,3,Married,5220,No,11,3,80,27,2,3,5,2,1
39,No,Travel_Rarely,Research & Development,2,Medical,1,1627,Male,76,2,Laboratory Technician,3,Divorced,10302,No,15,3,80,11,3,3,10,8,0
40,No,Travel_Rarely,Research & Development,3,Life Sciences,1,1628,Female,80,3,Manufacturing Director,3,Married,25800,No,13,3,80,18,2,3,18,15,14
35,No,Non-Travel,Research & Development,4,Life Sciences,1,1630,Female,52,2,Healthcare Representative,3,Married,12250,No,12,3,80,15,5,3,14,11,2
37,No,Travel_Rarely,Research & Development,3,Life Sciences,1,1631,Male,85,2,Manufacturing Director,3,Married,26493,No,17,3,80,9,2,2,4,3,0
39,No,Travel_Frequently,Research & Development,3,Medical,1,1633,Female,81,2,Manufacturing Director,3,Single,3140,No,13,3,80,10,2,1,9,2,3
45,No,Travel_Rarely,Research & Development,2,Other,1,1635,Female,59,2,Manufacturing Director,4,Divorced,5388,No,19,3,80,10,3,3,10,7,3
38,No,Travel_Rarely,Research & Development,2,Medical,1,1638,Female,54,3,Manufacturing Director,3,Married,14199,Yes,19,3,80,10,6,4,5,4,0
35,Yes,Travel_Rarely,Sales,3,Medical,1,1639,Male,55,3,Sales Executive,1,Married,21530,No,17,3,80,15,3,3,13,12,6
37,No,Travel_Rarely,Research & Development,3,Medical,1,1640,Female,71,1,Research Scientist,2,Married,9953,No,11,3,80,8,2,1,8,4,7
40,No,Travel_Rarely,Research & Development,3,Life Sciences,1,1641,Female,84,3,Manufacturing Director,4,Single,19948,Yes,15,3,80,18,2,2,4,2,3
44,No,Travel_Frequently,Human Resources,5,Human Resources,1,1642,Male,37,2,Human Resources,4,Married,10503,Yes,11,3,80,14,3,3,10,7,0
48,No,Travel_Frequently,Research & Development,5,Medical,1,1644,Male,89,4,Manager,4,Married,5602,No,25,4,80,23,3,3,2,2,2
35,Yes,Travel_Rarely,Sales,2,Medical,1,1645,Male,59,2,Sales Executive,4,Divorced,22098,Yes,14,3,80,7,2,2,2,2,2
24,No,Travel_Frequently,Research & Development,1,Technical Degree,1,1646,Female,32,1,Research Scientist,4,Single,17218,Yes,13,3,80,6,2,3,6,3,1
27,No,Travel_Rarely,Research & Development,3,Medical,1,1647,Female,86,1,Research Scientist,3,Married,22490,No,17,3,80,5,0,3,3,2,0
27,No,Travel_Frequently,Research & Development,3,Medical,1,1648,Male,87,1,Research Scientist,4,Single,6297,No,13,3,80,6,0,2,4,2,1
40,Yes,Travel_Rarely,Research & Development,3,Life Sciences,1,1649,Male,73,1,Laboratory Technician,1,Single,3339,Yes,14,3,80,10,3,1,4,2,0
29,No,Travel_Rarely,Sales,3,Medical,1,1650,Male,42,2,Sales Executive,3,Single,23413,No,11,3,80,8,2,3,5,2,1
36,No,Travel_Rarely,Research & Development,4,Life Sciences,1,1651,Female,42,3,Healthcare Representative,1,Married,22792,No,12,3,80,9,6,3,3,2,0
25,No,Travel_Frequently,Research & Development,1,Life Sciences,1,1653,Male,77,2,Manufacturing Director,3,Divorced,4973,No,17,3,80,7,6,3,7,7,0
39,No,Travel_Rarely,Research & Development,3,Medical,1,1654,Male,66,2,Manufacturing Director,2,Married,7693,No,21,4,80,7,3,3,5,4,1
49,No,Travel_Rarely,Research & Development,4,Other,1,1655,Female,72,4,Research Director,2,Married,3498,No,16,3,80,27,2,3,4,2,1
50,No,Travel_Rarely,Research & Development,5,Life Sciences,1,1656,Female,50,3,Research Director,1,Divorced,21981,No,15,3,80,19,3,3,14,11,1
20,No,Travel_Rarely,Sales,3,Medical,1,1657,Female,31,1,Sales Representative,3,Single,13251,No,19,3,80,2,3,3,2,2,2
34,No,Travel_Rarely,Research & Development,3,Life Sciences,1,1658,Female,66,2,Research Scientist,2,Divorced,19332,No,12,3,80,11,2,3,11,8,7
36,No,Travel_Rarely,Research & Development,3,Life Sciences,1,1659,Male,77,1,Laboratory Technician,2,Single,10950,No,11,3,80,15,4,3,4,3,1
49,No,Travel_Rarely,Research & Development,1,Life Sciences,1,1661,Female,41,4,Healthcare Representative,3,Married,11652,Yes,19,3,80,30,3,3,15,11,2
36,No,Non-Travel,Research & Development,4,Medical,1,1662,Female,33,2,Manufacturing Director,3,Married,15411,No,15,3,80,4,6,3,3,2,1
36,No,Travel_Rarely,Research & Development,2,Life Sciences,1,1664,Male,79,2,Healthcare Representative,1,Divorced,26308,No,20,4,80,13,3,3,5,4,0
54,No,Travel_Rarely,Research & Development,5,Medical,1,1665,Female,91,4,Manager,3,Married,18685,No,25,4,80,36,6,3,10,8,4
43,No,Travel_Rarely,Research & Development,2,Life Sciences,1,1666,Male,65,4,Research Director,3,Married,3525,No,24,4,80,14,3,3,14,10,6
35,Yes,Travel_Frequently,Sales,4,Other,1,1667,Male,36,2,Sales Executive,4,Single,10414,Yes,24,4,80,13,2,4,11,9,6
38,No,Travel_Frequently,Research & Development,3,Life Sciences,1,1668,Male,90,2,Research Scientist,4,Married,9867,No,15,3,80,19,4,4,13,11,2
29,No,Travel_Rarely,Sales,3,Medical,1,1669,Male,43,2,Sales Executive,2,Divorced,3356,Yes,13,3,80,10,3,2,10,0,0
33,No,Travel_Rarely,Sales,4,Medical,1,1670,Male,93,2,Sales Executive,4,Divorced,3921,No,14,3,80,6,5,3,6,2,0
32,No,Travel_Rarely,Research & Development,3,Medical,1,1671,Male,45,2,Research Scientist,2,Divorced,25518,No,13,3,80,10,4,2,9,5,1
31,No,Travel_Rarely,Sales,4,Life Sciences,1,1673,Female,67,2,Sales Executive,4,Married,22589,No,11,3,80,10,2,3,10,0,0
49,No,Travel_Rarely,Research & Development,3,Medical,1,1674,Female,74,1,Laboratory Technician,1,Divorced,24941,Yes,16,3,80,17,2,2,2,2,2
38,No,Travel_Frequently,Research & Development,3,Medical,1,1675,Female,42,1,Laboratory Technician,2,Single,23826,No,22,4,80,4,3,3,4,3,3
47,No,Travel_Rarely,Sales,4,Life Sciences,1,1676,Female,47,4,Manager,2,Divorced,21086,No,14,3,80,29,2,3,3,2,1
49,No,Travel_Rarely,Research & Development,3,Life Sciences,1,1677,Male,36,4,Manager,3,Single,22384,No,14,3,80,23,2,3,8,7,0
41,No,Travel_Rarely,Sales,2,Life Sciences,1,1678,Male,80,3,Sales Executive,3,Single,11591,Yes,16,3,80,21,2,3,2,0,0
20,No,Travel_Rarely,Sales,1,Life Sciences,1,1680,Male,54,1,Sales Representative,1,Single,21082,No,11,3,80,2,3,3,2,2,0
33,No,Non-Travel,Sales,3,Life Sciences,1,1681,Female,36,2,Sales Executive,4,Divorced,16130,Yes,25,4,80,7,2,3,6,5,1
36,No,Travel_Rarely,Research & Development,4,Life Sciences,1,1682,Male,80,2,Healthcare Representative,3,Married,7419,No,14,3,80,10,2,2,3,2,0
44,No,Travel_Rarely,Human Resources,3,Life Sciences,1,1683,Female,44,1,Human Resources,4,Divorced,4167,Yes,18,3,80,8,2,3,2,2,2
23,Yes,Travel_Rarely,Research & Development,1,Medical,1,1684,Male,93,1,Laboratory Technician,3,Single,20586,Yes,11,3,80,5,2,3,5,4,1
38,No,Travel_Rarely,Research & Development,2,Medical,1,1687,Female,87,1,Laboratory Technician,3,Married,26176,No,19,3,80,7,5,2,0,0,0
53,No,Travel_Rarely,Research & Development,4,Medical,1,1689,Male,48,3,Healthcare Representative,4,Married,3458,No,15,3,80,11,2,3,4,3,1
48,Yes,Travel_Frequently,Sales,2,Medical,1,1691,Female,95,1,Sales Representative,3,Married,11740,Yes,11,3,80,19,3,3,9,7,7
32,Yes,Travel_Rarely,Research & Development,4,Life Sciences,1,1692,Male,95,1,Laboratory Technician,2,Single,24852,No,12,3,80,1,2,3,1,0,0
26,No,Non-Travel,Research & Development,3,Medical,1,1693,Male,76,1,Laboratory Technician,4,Single,11925,No,20,4,80,7,5,3,7,7,5
55,No,Travel_Rarely,Research & Development,3,Technical Degree,1,1694,Male,94,1,Research Scientist,2,Divorced,23737,No,12,3,80,8,1,3,4,2,1
34,No,Travel_Rarely,Research & Development,2,Medical,1,1696,Male,57,2,Laboratory Technician,4,Married,11912,No,14,3,80,15,3,4,15,10,4
60,No,Travel_Rarely,Research & Development,4,Medical,1,1697,Male,92,3,Healthcare Representative,4,Divorced,20467,No,20,4,80,19,2,4,1,0,0
33,No,Travel_Rarely,Research & Development,3,Medical,1,1698,Male,79,1,Laboratory Technician,2,Married,13637,No,18,3,80,14,6,3,14,11,2
37,No,Travel_Frequently,Sales,4,Medical,1,1700,Male,31,2,Sales Executive,4,Divorced,7677,No,14,3,80,6,2,2,6,3,1
34,No,Travel_Rarely,Research & Development,3,Life Sciences,1,1701,Female,35,1,Research Scientist,4,Married,20338,No,12,3,80,10,3,3,10,9,8
23,Yes,Travel_Rarely,Sales,3,Life Sciences,1,1702,Male,99,1,Sales Representative,4,Divorced,25103,Yes,21,4,80,3,2,3,3,2,0
44,No,Travel_Rarely,Research & Development,3,Life Sciences,1,1703,Female,96,3,Healthcare Representative,4,Married,14810,Yes,19,3,80,9,2,3,8,7,6
35,No,Travel_Frequently,Research & Development,4,Medical,1,1704,Male,79,1,Research Scientist,4,Single,13970,Yes,14,3,80,6,2,4,5,4,1
43,No,Travel_Rarely,Sales,3,Medical,1,1706,Male,73,2,Sales Executive,4,Married,6069,Yes,17,3,80,10,3,3,10,9,8
24,No,Travel_Rarely,Research & Development,3,Medical,1,1707,Male,62,1,Research Scientist,3,Married,17616,No,16,3,80,5,1,3,5,3,0
41,No,Travel_Rarely,Sales,3,Marketing,1,1708,Male,35,3,Sales Executive,3,Single,15869,No,12,3,80,10,3,3,10,8,8
29,No,Travel_Rarely,Research & Development,4,Medical,1,1709,Female,43,1,Laboratory Technician,3,Married,25412,No,17,3,80,9,2,3,5,3,1
36,No,Travel_Rarely,Sales,4,Life Sciences,1,1710,Female,51,2,Sales Representative,4,Single,7439,No,15,3,80,17,2,2,13,7,6
45,No,Non-Travel,Research & Development,1,Life Sciences,1,1712,Male,74,3,Healthcare Representative,3,Married,3395,No,23,4,80,25,3,2,23,15,14
24,Yes,Travel_Rarely,Human Resources,1,Human Resources,1,1714,Male,58,1,Human Resources,3,Married,11585,No,11,3,80,1,2,3,1,0,0
47,Yes,Travel_Frequently,Sales,3,Life Sciences,1,1716,Male,82,4,Sales Executive,3,Married,24164,No,11,3,80,25,3,1,23,5,14
26,No,Travel_Rarely,Research & Development,4,Medical,1,1718,Male,62,1,Laboratory Technician,3,Married,6217,No,15,3,80,3,3,4,3,2,0
45,No,Travel_Rarely,Research & Development,2,Technical Degree,1,1719,Female,48,4,Research Director,2,Single,17119,No,11,3,80,21,2,3,21,6,8
32,No,Travel_Frequently,Research & Development,3,Life Sciences,1,1720,Male,56,1,Research Scientist,3,Married,17360,No,13,3,80,10,3,2,5,2,1
31,No,Travel_Rarely,Research & Development,4,Life Sciences,1,1721,Male,69,1,Laboratory Technician,3,Married,18103,No,14,3,80,6,2,4,5,2,0
41,No,Non-Travel,Human Resources,3,Human Resources,1,1722,Male,60,2,Human Resources,2,Married,20794,No,19,3,80,10,4,3,3,2,1
40,No,Travel_Rarely,Research & Development,2,Life Sciences,1,1724,Female,92,2,Manufacturing Director,1,Married,5041,Yes,16,3,80,18,3,3,1,0,0
24,No,Travel_Rarely,Research & Development,1,Medical,1,1725,Male,91,1,Laboratory Technician,1,Divorced,3622,No,13,3,80,6,2,4,6,2,1
46,No,Travel_Rarely,Research & Development,4,Life Sciences,1,1727,Male,34,2,Healthcare Representative,2,Single,9697,No,14,3,80,19,3,3,10,7,0
35,No,Travel_Rarely,Research & Development,4,Life Sciences,1,1728,Male,49,2,Manufacturing Director,3,Married,5151,No,16,3,80,17,3,3,7,7,0
30,No,Travel_Rarely,Research & Development,1,Life Sciences,1,1729,Male,33,1,Research Scientist,4,Married,3811,No,12,3,80,10,2,2,10,0,0
47,No,Non-Travel,Sales,4,Marketing,1,1731,Male,87,2,Sales Executive,2,Married,3536,No,11,3,80,4,3,1,1,0,0
46,No,Travel_Rarely,Sales,3,Life Sciences,1,1732,Male,74,3,Sales Executive,4,Divorced,5596,Yes,12,3,80,13,5,2,10,6,0
36,Yes,Travel_Rarely,Sales,5,Marketing,1,1733,Male,96,2,Sales Executive,1,Divorced,8658,Yes,13,3,80,16,3,3,2,2,2
32,Yes,Travel_Rarely,Sales,2,Life Sciences,1,1734,Male,34,2,Sales Executive,2,Single,12147,No,15,3,80,10,2,3,0,0,0
23,No,Travel_Rarely,Research & Development,1,Medical,1,1735,Female,51,1,Laboratory Technician,2,Single,12862,No,13,3,80,3,3,1,3,2,1
31,No,Travel_Frequently,Research & Development,1,Technical Degree,1,1736,Female,30,2,Manufacturing Director,4,Single,6670,No,20,4,80,9,3,2,5,4,1
39,No,Non-Travel,Research & Development,3,Life Sciences,1,1737,Male,77,2,Laboratory Technician,4,Married,8989,Yes,15,3,80,9,2,3,9,8,5
32,No,Travel_Rarely,Sales,3,Life Sciences,1,1739,Male,80,3,Sales Executive,3,Married,3840,No,13,3,80,10,2,1,4,3,0
40,No,Travel_Rarely,Sales,4,Medical,1,1740,Male,88,5,Manager,2,Single,4349,No,14,3,80,21,3,2,21,8,12
45,No,Travel_Rarely,Human Resources,3,Life Sciences,1,1744,Female,56,3,Human Resources,3,Married,6595,No,21,4,80,9,2,4,5,0,0
30,No,Travel_Frequently,Research & Development,4,Technical Degree,1,1745,Female,78,1,Research Scientist,1,Single,26427,No,16,3,80,10,2,3,9,7,0
24,No,Travel_Frequently,Human Resources,3,Medical,1,1746,Male,59,1,Human Resources,4,Married,2097,No,14,3,80,3,2,3,2,2,2
30,Yes,Travel_Frequently,Human Resources,3,Human Resources,1,1747,Female,66,1,Human Resources,4,Divorced,9732,No,11,3,80,6,0,2,4,2,1
31,No,Travel_Rarely,Sales,3,Technical Degree,1,1749,Male,51,2,Sales Executive,3,Married,20943,No,19,3,80,6,3,3,5,2,0
27,No,Travel_Rarely,Research & Development,3,Medical,1,1751,Female,67,1,Research Scientist,4,Single,6152,No,11,3,80,6,5,2,6,2,1
29,Yes,Travel_Rarely,Sales,3,Marketing,1,1752,Female,52,1,Sales Representative,2,Single,14630,No,13,3,80,2,3,3,2,2,2
29,No,Travel_Frequently,Research & Development,3,Life Sciences,1,1753,Male,70,2,Healthcare Representative,3,Single,23060,Yes,12,3,80,10,5,4,3,2,0
30,No,Travel_Rarely,Sales,2,Marketing,1,1754,Male,94,3,Sales Executive,1,Divorced,3088,No,11,3,80,12,2,3,7,7,1
34,No,Travel_Rarely,Research & Development,4,Medical,1,1755,Male,97,1,Research Scientist,4,Married,5586,Yes,14,3,80,6,3,3,5,0,1
33,No,Non-Travel,Sales,3,Marketing,1,1756,Female,62,2,Sales Executive,2,Single,10697,No,15,3,80,13,2,2,11,7,1
49,No,Travel_Rarely,Sales,4,Marketing,1,1757,Female,80,2,Sales Executive,4,Single,8191,No,12,3,80,8,1,4,5,1,0
33,Yes,Travel_Rarely,Sales,3,Life Sciences,1,1758,Female,74,3,Sales Executive,1,Single,10092,Yes,20,4,80,11,2,2,0,0,0
38,No,Travel_Frequently,Research & Development,2,Medical,1,1760,Female,75,1,Laboratory Technician,2,Married,15963,No,14,3,80,9,4,2,6,1,0
31,Yes,Travel_Rarely,Sales,4,Marketing,1,1761,Male,70,3,Sales Executive,3,Married,19002,No,13,3,80,10,2,3,1,0,0
29,No,Travel_Rarely,Research & Development,3,Technical Degree,1,1762,Female,91,1,Research Scientist,1,Divorced,10007,No,13,3,80,1,2,3,1,0,0
30,No,Travel_Rarely,Research & Development,3,Life Sciences,1,1763,Male,58,2,Healthcare Representative,3,Married,9128,No,16,3,80,10,3,3,7,0,1
32,No,Non-Travel,Research & Development,4,Technical Degree,1,1764,Male,65,1,Research Scientist,2,Single,17674,No,14,3,80,12,3,3,7,7,0
38,No,Travel_Rarely,Research & Development,3,Medical,1,1766,Male,60,2,Healthcare Representative,4,Married,24539,Yes,16,3,80,15,2,3,1,0,1
43,Yes,Travel_Frequently,Research & Development,3,Technical Degree,1,1767,Male,38,1,Research Scientist,3,Married,15587,Yes,16,3,80,6,4,3,1,0,0
42,No,Travel_Rarely,Research & Development,3,Medical,1,1768,Male,57,1,Laboratory Technician,2,Divorced,8952,No,22,4,80,7,6,2,5,3,0
55,No,Travel_Rarely,Research & Development,3,Medical,1,1770,Male,60,5,Research Director,1,Married,19805,No,12,3,80,34,2,3,1,0,0
33,No,Non-Travel,Research & Development,3,Technical Degree,1,1771,Male,90,2,Research Scientist,2,Divorced,6194,No,15,3,80,11,2,2,9,8,1
41,No,Travel_Rarely,Research & Development,4,Life Sciences,1,1772,Male,94,1,Laboratory Technician,1,Divorced,20520,No,20,4,80,5,2,3,5,3,0
34,No,Non-Travel,Sales,3,Life Sciences,1,1774,Male,87,2,Sales Executive,3,Divorced,12313,Yes,14,3,80,15,3,3,15,14,0
53,No,Non-Travel,Research & Development,4,Medical,1,1775,Female,60,4,Manufacturing Director,3,Married,22308,Yes,20,4,80,27,2,2,3,2,0
43,No,Travel_Rarely,Human Resources,3,Life Sciences,1,1778,Male,97,1,Human Resources,4,Single,5033,No,13,3,80,10,5,3,9,7,1
34,No,Travel_Rarely,Sales,2,Life Sciences,1,1779,Female,32,2,Sales Executive,4,Single,25353,No,12,3,80,6,3,3,2,2,2
21,Yes,Travel_Rarely,Sales,1,Marketing,1,1780,Male,31,1,Sales Representative,2,Single,4567,No,13,3,80,1,3,3,1,0,1
38,No,Travel_Rarely,Research & Development,2,Other,1,1782,Female,40,1,Laboratory Technician,3,Married,16376,No,11,3,80,5,3,3,5,4,0
22,Yes,Travel_Rarely,Research & Development,1,Medical,1,1783,Female,79,1,Laboratory Technician,1,Married,15999,Yes,17,3,80,1,6,3,1,0,0
31,No,Travel_Rarely,Sales,4,Marketing,1,1784,Female,91,2,Sales Executive,4,Married,13402,No,14,3,80,13,3,3,12,7,5
51,No,Travel_Rarely,Research & Development,3,Technical Degree,1,1786,Female,53,3,Manager,3,Married,22984,No,11,3,80,15,2,3,2,2,2
37,No,Travel_Rarely,Sales,2,Marketing,1,1787,Male,46,2,Sales Executive,2,Married,8800,No,14,3,80,5,2,3,5,2,0
46,No,Travel_Rarely,Research & Development,4,Medical,1,1789,Male,46,5,Research Director,4,Divorced,14218,Yes,17,3,80,24,3,3,2,1,2
36,No,Travel_Rarely,Research & Development,3,Life Sciences,1,1790,Male,90,3,Healthcare Representative,1,Married,25949,Yes,13,3,80,15,1,3,12,8,5
44,Yes,Travel_Frequently,Research & Development,2,Medical,1,1792,Male,99,1,Research Scientist,2,Divorced,11092,Yes,12,3,80,6,2,2,5,3,2
37,No,Travel_Rarely,Human Resources,2,Other,1,1794,Male,89,2,Human Resources,2,Divorced,12832,No,13,3,80,19,4,2,10,0,4
35,Yes,Travel_Rarely,Sales,3,Life Sciences,1,1797,Male,84,2,Sales Executive,4,Single,13492,Yes,18,3,80,10,2,3,10,7,7
33,No,Travel_Rarely,Research & Development,4,Life Sciences,1,1798,Male,90,1,Research Scientist,1,Married,6076,No,19,3,80,14,1,3,10,8,7
28,No,Travel_Rarely,Research & Development,3,Life Sciences,1,1799,Male,82,1,Research Scientist,4,Married,5531,No,11,3,80,5,6,4,5,3,0
